Method,Name,Error,Occurrences,First Seen,Last Seen
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":157,""user_type_id"":2}')",1,2026-07-09T21:36:05Z,2026-07-09T21:36:05Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":63,""user_type_id"":2}')",1,2026-07-09T21:35:54Z,2026-07-09T21:35:54Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":48,""user_type_id"":2}')",1,2026-07-09T21:35:51Z,2026-07-09T21:35:51Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":93,""user_type_id"":1}')",1,2026-07-09T21:35:57Z,2026-07-09T21:35:57Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":60,""user_type_id"":2}')",1,2026-07-09T21:35:53Z,2026-07-09T21:35:53Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":55,""user_type_id"":1}')",1,2026-07-09T21:35:52Z,2026-07-09T21:35:52Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":37,""user_type_id"":1}')",1,2026-07-09T21:35:49Z,2026-07-09T21:35:49Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":162,""user_type_id"":1}')",1,2026-07-09T21:36:06Z,2026-07-09T21:36:06Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":189,""user_type_id"":3}')",1,2026-07-09T21:36:10Z,2026-07-09T21:36:10Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":28,""user_type_id"":2}')",1,2026-07-09T21:35:48Z,2026-07-09T21:35:48Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":188,""user_type_id"":1}')",1,2026-07-09T21:36:10Z,2026-07-09T21:36:10Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":105,""user_type_id"":2}')",1,2026-07-09T21:35:59Z,2026-07-09T21:35:59Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":151,""user_type_id"":2}')",1,2026-07-09T21:36:05Z,2026-07-09T21:36:05Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":201,""user_type_id"":1}')",1,2026-07-09T21:36:11Z,2026-07-09T21:36:11Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":24,""user_type_id"":2}')",1,2026-07-09T21:35:48Z,2026-07-09T21:35:48Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":114,""user_type_id"":2}')",1,2026-07-09T21:36:00Z,2026-07-09T21:36:00Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":65,""user_type_id"":1}')",1,2026-07-09T21:35:54Z,2026-07-09T21:35:54Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":174,""user_type_id"":3}')",1,2026-07-09T21:36:07Z,2026-07-09T21:36:07Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":145,""user_type_id"":2}')",1,2026-07-09T21:36:04Z,2026-07-09T21:36:04Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":213,""user_type_id"":3}')",1,2026-07-09T21:36:12Z,2026-07-09T21:36:12Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":43,""user_type_id"":1}')",1,2026-07-09T21:35:51Z,2026-07-09T21:35:51Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":70,""user_type_id"":2}')",1,2026-07-09T21:35:55Z,2026-07-09T21:35:55Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":221,""user_type_id"":1}')",1,2026-07-09T21:36:13Z,2026-07-09T21:36:13Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":167,""user_type_id"":1}')",1,2026-07-09T21:36:07Z,2026-07-09T21:36:07Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":127,""user_type_id"":3}')",1,2026-07-09T21:36:02Z,2026-07-09T21:36:02Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":41,""user_type_id"":2}')",1,2026-07-09T21:35:50Z,2026-07-09T21:35:50Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":182,""user_type_id"":2}')",1,2026-07-09T21:36:08Z,2026-07-09T21:36:08Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":209,""user_type_id"":1}')",1,2026-07-09T21:36:12Z,2026-07-09T21:36:12Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":87,""user_type_id"":3}')",1,2026-07-09T21:35:57Z,2026-07-09T21:35:57Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":40,""user_type_id"":3}')",1,2026-07-09T21:35:50Z,2026-07-09T21:35:50Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":183,""user_type_id"":3}')",1,2026-07-09T21:36:09Z,2026-07-09T21:36:09Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":69,""user_type_id"":3}')",1,2026-07-09T21:35:54Z,2026-07-09T21:35:54Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":170,""user_type_id"":2}')",1,2026-07-09T21:36:07Z,2026-07-09T21:36:07Z
POST,POST /store-manager-api/users,"CatchResponseError('Création échouée: HTTP 200 - {""user_id"":73,""user_type_id"":3}')",1,2026-07-09T21:35:55Z,2026-07-09T21:35:55Z
