Method,Name,Error,Occurrences,First Seen,Last Seen
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8643: HTTP 500 - '),1,2026-07-10T00:00:18Z,2026-07-10T00:00:18Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8153: HTTP 500 - '),1,2026-07-09T23:59:51Z,2026-07-09T23:59:51Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=7981: HTTP 500 - '),1,2026-07-09T23:59:43Z,2026-07-09T23:59:43Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=7826: HTTP 500 - '),1,2026-07-09T23:59:36Z,2026-07-09T23:59:36Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=7831: HTTP 500 - '),1,2026-07-09T23:59:36Z,2026-07-09T23:59:36Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8079: HTTP 500 - '),1,2026-07-09T23:59:48Z,2026-07-09T23:59:48Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8488: HTTP 500 - '),1,2026-07-10T00:00:09Z,2026-07-10T00:00:09Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=7988: HTTP 500 - '),1,2026-07-09T23:59:43Z,2026-07-09T23:59:43Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8720: HTTP 500 - '),1,2026-07-10T00:00:23Z,2026-07-10T00:00:23Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8972: HTTP 500 - '),1,2026-07-10T00:00:37Z,2026-07-10T00:00:37Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=7990: HTTP 500 - '),1,2026-07-09T23:59:43Z,2026-07-09T23:59:43Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8069: HTTP 500 - '),1,2026-07-09T23:59:48Z,2026-07-09T23:59:48Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8158: HTTP 500 - '),1,2026-07-09T23:59:52Z,2026-07-09T23:59:52Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=7425: HTTP 500 - '),1,2026-07-09T23:59:14Z,2026-07-09T23:59:14Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8480: HTTP 500 - '),1,2026-07-10T00:00:09Z,2026-07-10T00:00:09Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=7748: HTTP 500 - '),1,2026-07-09T23:59:32Z,2026-07-09T23:59:32Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=7828: HTTP 500 - '),1,2026-07-09T23:59:36Z,2026-07-09T23:59:36Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=9060: HTTP 500 - '),1,2026-07-10T00:00:43Z,2026-07-10T00:00:43Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=7173: HTTP 500 - '),1,2026-07-09T23:59:00Z,2026-07-09T23:59:00Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=9219: HTTP 500 - '),1,2026-07-10T00:00:53Z,2026-07-10T00:00:53Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=7975: HTTP 500 - '),1,2026-07-09T23:59:43Z,2026-07-09T23:59:43Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=7991: HTTP 500 - '),1,2026-07-09T23:59:43Z,2026-07-09T23:59:43Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=9040: HTTP 500 - '),1,2026-07-10T00:00:43Z,2026-07-10T00:00:43Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8394: HTTP 500 - '),1,2026-07-10T00:00:04Z,2026-07-10T00:00:04Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8794: HTTP 500 - '),1,2026-07-10T00:00:27Z,2026-07-10T00:00:27Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=8973: HTTP 500 - '),1,2026-07-10T00:00:37Z,2026-07-10T00:00:37Z
DELETE,DELETE /store-manager-api/users/[id],CatchResponseError('Suppression échouée pour user_id=9044: HTTP 500 - '),1,2026-07-10T00:00:43Z,2026-07-10T00:00:43Z
